Datetime,Username,Text
2023-07-10T09:46:54Z,Global Key,"BRIN sampai ngintil ke itali (padahal sebelumnya tdk respect dg hasil temuannya)
beliau sudah berjuang agar Nikuba digunakan pada kendaraan roda dua TNI, dan berhasil. keberangkatannya ke Itali juga disupport oleh Pangdam Siliwangi

kejadian spt ini mirip ketika penyanyi indo dihargainya di AGT (luar negeri)
baru kemudian para seniman dan pejabat lokal latah berlomba2 pencitraan!"
2023-07-10T09:35:09Z,arry gm,"Tesla sama batre aja bisa bgtu terkenalnya,sepertinya nikuba kalau dikembangkan bisa ni bersaing apalagi di sandingkan dengan mobil smea ataupun sepeda motor,bisa jadi produk jempolan Indonesia,lagian rasanya dengan harga 15m bisa dibilang murah kalau dibandingkan uang yang dikorup ataupun keuntungan yang bakal diraup kalau nikuba berkembang ke produk yang bisa dipasarkan secara masal"
2023-07-10T09:16:13Z,Inspirasi Hidayah,"inilah buktinya, kalau hanya mencari keuntungan dan ada teknologi dari anak bangsa tidak dihargai karena bagi mereka hanya yg menguntungkan saja yg mereka mau. semangat Bapak, saya mendoakan bapak sukses, walaupun harus negara lain yg menghargainya."
2023-07-10T09:12:29Z,alam raya,Nikuba ini cuma hayalan bergaya temuan padahal tak ada bukti nya sama sekali! Orang Tolol saja yg percaya air bisa diubah Jadi minyak BBM Utk kendaran ha-ha-ha he-he-he hahahaha 🤣🤣🤣🤣 ...halu tingkat dewa !!
2023-07-10T08:46:54Z,Pacho Hererra,"KATANYA PRO RAKYAT,  RAKYAT MANA WI, NJAR?? BRIN ITU DILIMPAHKAN DANA APBN BUAT PENGEMBANGAN RISET BUKAN JADI ALAT POLITIK..!!SABAR PAK NANTI PAK ANIES YG AKAN KEMBANGKAN PENELITIAN NIKUBA DAN YG AKAN PROMOSIKANNYA KE DUNIA INTERNASIONAL, SEKJEN PBB 2,5 MENIT AJA LANGSUNG SETUJU DGN KONSEP CLIMATE CHANGE PAK ANIES.."
2023-07-10T08:28:21Z,argo damalung,"Nikuba itu open source, kalo diklaim pencipta, dan lagi bukan sebagai pengganti bbm, hanya membuat bbm menjadi efisien, sekelas metro dan cnn bisa terjebak pada waste information....hadeh..."
2023-07-10T08:12:00Z,nacchuful,Yg pasti BRIN dah d blacklist ama penemu nikuba... BRIN kan isinya politikus 😂 risetnya cmn urusan teknologi berpolitik... 😂
2023-07-10T08:10:37Z,dedit verganza,Mana nih yang paling nyinyir ama nikuba... kangen nih sama kalian 😂😂😂😀😀😀
2023-07-10T08:06:33Z,Ester Rismawaty Siahaan,"Semoga pak Misel ..selalu dilindungi Tuhan. Penemuan Nikuba ini, tdk di Apresisiasi RI atau negara pengexport Oil lainnya. Krn mrk khawatir tdk bisa dpt cuan dari export Minyak, Nikel ,Lithium. Sy yakin suatu saat mobil berbahan Bakar Fosil, Gas, Batere, Listrik akan ditinggalkan. Dan beralih ke bahan bakar Air"
2023-07-10T07:19:58Z,nuurqomar,"Jadi faktanya pak Aryanto kmrn diundang ke Italia bukan untuk negosiasi alat nikuba nya pak Aryanto, tp jauh2 terbang ke Italia diminta membantu memperbaiki alat nikuba mereka dari Romania yg rusak, selebihnya cma sekedar drama yg patut kita nantikan episode selanjutnya.."
2023-07-10T06:39:43Z,Yulius,"Omong kosong.
Diundang cuma untuk mempresentasikan karena viral di Indonesia. Bukan mengakui klaim keandalan nikuba. 
Dengan viralnya nikuba itu sebenarnya menampakkan betapa bodohnya bangsa ini.
Tekhnologi usang yang sudah terbukti tidak efektif untuk mendapatkan energi yang di harapkan."
2023-07-10T06:34:55Z,sahabat Ibot,Jgn mau d rayu BRIN pak dia sudah mencemooh nikuba. Tolak jabnrin jika merayu
2023-07-10T06:33:27Z,Agustinus Dwi,"Gila, pihak dalam negri yg mengapresiasi cuma TNI, semangat ya pak, semoga karyanya bisa menjadi kebanggaan indonesia"
2023-07-10T06:25:00Z,#peduli negri,"Kalo jadi di beli Ferari tertarik mau beli formula nikuba berikut teknologi nya, ujug ujug BRIN dateng mengklaim itu karya anak bangsa, dan kalo mau di jual harus melalui BRIN....yg saya takutkan seperti itu, regulasi fulus sampe mampus😂"
2023-07-10T06:20:36Z,Sul Toni,"Kalau nikuba di proyeksikan, tentu TIKUS TIKUS NEGARA AKAN PADA KELAPARAN.
iyaa kan??"
2023-07-10T06:19:39Z,Daniel Oktavia,Mobil listrik karya Kupu-kupu Malam Jogja jga nasibnya sma dg NiKuBa
2023-07-10T06:17:12Z,kimpol dohc,Siapa berani beratuh seluruh hartanya dengan saya kalau nikuba ini hoax tidak seperti klaimnya...silahkan inbok saya kalau ada yg berani!
2023-07-10T06:15:30Z,DOELKEMIT,😂😂😂😂😂😂gegara nikuba banyak yang gagal paham memahaminya...
2023-07-10T06:09:14Z,Bayu Firdaus,"Tinggal tunggu kabar italy menggunakan kendaraan berbahan bakar air, tapi penemu nikuba cuma dapat frame sesaat, sementara yg nikung kipas2 penghasilan"
2023-07-10T05:34:03Z,deestilo,"Stanley meyer membuat water fuel cell saat 1970 krisis minyak di amrik. Paten dia dia 1990. 
Nikuba yg pertama? Masaaaa?"
2023-07-10T05:33:25Z,Ais Ilmi,"Media itu cuma membesar2kan, aku juga akhirnya searching sendiri. Seluk beluknya sebelum ada nikuba, sudah ada namanya joko energy"
2023-07-10T05:01:11Z,Anggi p,"Anies Baswedan saja yang akan melanjutkan NIKUBA bersama NASDEM dan kualisi perubahan, yang di dukung metro TV 😂😂😂😂😂😂"
2023-07-10T04:39:27Z,Cmpxl,Dalam negri ngak bakal bisa menghargai hasil karya anak bangsa sy tetap mendukung perusahan luar negri untuk bisa memakai nikuba
2023-07-10T04:30:06Z,Abet Yoga,"Jelas-jelas KODAM III Siliwangi sudah meng 'uji jalan' NIKUBA  dengan menempuh Cirebon - Semarang. 
Apakah 'mereka' pikir KODAM III   membohingi publik? menjatuhkan marwah institusi sendiri?  
Jika di dalam negeri tidak ada sambutan / apresiasi dari pihak2 yg berkompwten, Go International pak Aryanto, sy mendukungmu.."
2023-07-10T04:23:35Z,Pastikha Wyasha,Kalau nikuba berkembang tumbang lah itu para mafia migas
2023-07-10T04:16:18Z,Pink LOTUS 2015,Semoga Negara Italia semakin Maju dan Berkembang dengan Penemuan Nikuba !
2023-07-10T04:14:10Z,Forrest sherman,Nikuba hoax
2023-07-10T04:12:31Z,ridwan Bpn ridwan,"Kalau saya jadi presiden...  Penelitian bapak akan sy kembangkan agar GO INTERNASIONAL dan para Kenteng Magic sy kita ajak bikin Motor n Mobil Nikuba serta kita export, Indonesia pasti JAYA dgn adanya orang2 seperti bapak ini....."
2023-07-10T04:06:36Z,Lupagwbro,Nikuba ini sangat merugikan negara tangkap penemunya😂😂😂
2023-07-10T04:03:04Z,Opite Chanel,Brin tak akui nikuba krn mengancam bisnis oligarki
2023-07-10T04:02:54Z,Ràja Gombal,ya ga mau lah ..kalau NIKUBA di gunakan di indonesia MAFIA negara jadi ga bisa mendàpatkan uang lagi dari jual beli minyak .... MAFIA negara di lawan ...
2023-07-10T03:55:14Z,ardi yansyah,amat di sayangkan kalau nikuba di beli sama asing.. sementara rakyat  butuh untuk mengurangi beban rakyat.. atau terlalu banyak mafia minyak di negri ini hingga takut bangkrut.
2023-07-10T03:51:53Z,636anto,Mantab pak Nikuba. Apa urusannya dg Brin !!! Jual aja untuk modal Riset
2023-07-10T03:42:52Z,Achmad Syatiri,"Masalah yang di dalamnya akan menghasilkan uang banyak memang rawan dan beresiko tinggi.
Semoga nikuba dapat memuaskan penemunya dan membanggakan bangsa Indonesia."
2023-07-10T03:23:23Z,ratna syahril,"nikuba bukan di tolak RI.
melainkan RI belum ada ilmunya  & dananya untuk TENAGA AIR itu.
klo FERARI kan emang udah canggih, udah masternya soal mobil & dananya SANGAT BESAR.
tentu mereka selalu UPDATE apasaja yg baru, termasuk NIKUBA itu.
.
KENAPA PENEMUAN DARI ORANG INDONESIA JUSTRU DITERIMA DI NEGARA LAIN?
YA KARENA MEREKA SELALU UPDATE + ADA ILMUNYA + ADA DANANYA."
2023-07-10T03:20:26Z,Ansanus Kartojono,"WKKKKKKKKKK, , , , hari gini masih percaya nikuba??? 😂😂😂😂😂😂😂😂"
2023-07-10T03:03:03Z,Dandy arie gafur,"Hmmm... penyakit lama. Ini soal gengsi saja, ahli BRIN seperti tertampar atas temuan pak micel (kalah start).. so, mereka mencoba menjegal dgn berbagai upaya melalui dukungan ""emak"" -nya... hehehhehe. Teori lain, temuan ini sangat membahayakan keberlangsungan bisnis otomotif berbahan bakar minyak dan pengembangan mobil listrik khususnya di indonesia yg selama ini jadi pangsa pasar potensial dunia otomotif. Pengusaha blm siap rugi kalau air bisa jadi penggerak otomotif  so, mereka mencoba menahan pengembangannya hingga suatu saat nanti nikuba mulai ramai digunakan.. pak micel.... hati2,  BRIN sdg lakukan operasi senyap lewat dukungan pemerintah... hehehehhe. Maju terus dan tetap berkarya inovatif pak... 👍✊✊✊"
2023-07-10T02:53:51Z,Ballot Holder Gaming,"Brin ikut kemilan minta uang suap ke boss ferari biar indo tetep nolak nikuba dan teknologi nikuba otomatis terpaksa dijual ke boss ferari. Sehingga orang orang brin jadi kaya dari uang suap, italia makin maju dengan adanya nikuba. Sedangkan rakyat indo semakin banyak yang miskin karena kurangnya pengembangan teknologi"
2023-07-10T02:29:24Z,monkeYTube,"di hargai dr hongkong 😂
orang si penciptanya aj bilang malah tdk d hargai sesampainya d italy.
suruh buka formulanya tp tdk d hargai dengan sepadan 😅
mau politisasi nikuba ya nasdem, biar ikutan viral seolah mendukung penemuan ini ? 😂"
2023-07-10T02:19:32Z,Soleh Yogiswara,"..lanjutkan pak.""nikuba""nya...!!! ..semoga bermanfaat bagi kehidupan dijagad raya..aamiin#(lwk.bgi.sulteng)#"
2023-07-10T02:11:14Z,Sahrul 1421,"Yo jelas toh, tehnologi yg dikembangkan pemerintah sudah sangat modern sampai"" tak terlihat sangat"" modern dibandingkan NIKUBA kita semua tau kan tehnologinya ya itu MOBIL ESEMKA yg sangat""canggih...negara lain pun belom bisa menandingi."
2023-07-10T02:10:44Z,Emy Jepara,"Kenapa ESEMKA gak pakai nikuba dari dulu..🤭

Daripada negara rugi melulu gara gara minyak..
ini bisa menekan angka pengeluaran minyak negara..🤭"
2023-07-10T01:56:57Z,Wahid Ahmad,Nikuba taik babi....otak goblok sok pinter...ngrakit smk aja gakbecus....dasar kacung cari muka...bisa nya bikin onde onde.
2023-07-10T01:53:42Z,WJG152,"Di Indonesia yang paling penting itu urusan Akhirat, Politik & Reality Show artis murahan. 
Nikuba terlalu sulit untuk bangsa Indonesia pak 🤪"
2023-07-10T01:22:24Z,xanavy,Sangat disayangkan pembuat nikuba ini tidak transparan atas penemuannya kepada para pakar teknologi utk membuktikannya. Kalau terbukti hasilnya ya monggo dibuatkan hak patennya atau haki di kemenkumham.
2023-07-10T01:19:12Z,sifulan,pemerintah lebih percaya si rara tolol pawang hujan dari pada sama nikuba gimana mau maju negeri ini !!
2023-07-10T01:17:13Z,irwan anwar,"LOH TERNYATA DI MILAN ADA JUGA NIKUBA, KOK KOK GAK PROTES ? KATANYA PEÑEMU KOK DISANA ADA JUGA PENEMU NIKUBA, BOONG DONG PENEMU ARYANTO, YA UDAH DI LN KECEWA, DI DN KECEWA, YA UDAH JUAL KE MABES TNI AJA.👍👍👍"
2023-07-10T01:17:03Z,Rahmat Rahmat,"Teknologi di jual 15 M,,,,di indonesia saja korupsi 8,4 T,,,jangan di jual baiknya di patenin baru di produksi,,,rakyat masih mau beli nikuba"
2023-07-10T01:01:39Z,Valdes Rd,Maka jikalau BRIN mengakui NIKUBA maka Pertamina selaku BUMN ketar ketir
2023-07-10T01:00:27Z,Arif Tri Nurcahyoko,"Moga2 dihargai kecerdasan Bpk..? 
Nikuba sebaiknya di jual...itu betul sekali"
2023-07-10T00:40:50Z,RyanBoy CHANEL,"Yg jelas pemerintah negara ini pasti tidak ingin rugi.
Kalau sampai nikuba di gunakan oleh seluruh rakyat Indonesia."
2023-07-10T00:30:25Z,dahlah,"Mengapa pemerintah tidak mengakui nikuba? Karena jika air nikuba dijadikan BBM maka minyak sudah laku lagi ,ingat pemerintah juga ingin mencari cuan🤣🤣"
2023-07-10T00:04:43Z,Selo Agung,Pecat orang orang brin ganti dengan pak misel penemu nikuba
2023-07-10T00:03:14Z,Secozy,BRIN mengatakan nikuba ga masuk akal. Lah penemuan emang di luar nalar sama seperti penemuan listrik siapa yg menyangka? Kalau masuk akal bukan penemuan namanya. 😆
2023-07-09T23:58:55Z,Hari Subagiyo,Nikuba ngk cocok untk mobil Esemka cocoknya untk mobil Ferari mangkanya ditolak BRIN
2023-07-09T23:27:45Z,Ardiansyah Jr,"Karya anak Bangsa selalu tidak dihargai didalam negeri tapi justru dihargai diluar negeri.
Jika Bangsa ini menghargai setiap karya anak Bangsa mungkin sudah lebih maju semenjak jaman Pak BJ. Habibie"
2023-07-09T23:03:07Z,AURA,"Admin coba kroscek ulang kendaraan yg dipakai tentara, NIKUBA dulu...biar valid..sudah setahun min."
2023-07-09T22:58:26Z,PECINTA KULINER,"Padahal kalau bisa berfikir maju Indonesia bs jd salah satu negara terkaya didunia klau nikuba bs menggantikan bbm. Pasti negara luar butuh alternatif energi,krn minyak bumi/energi lama2 akan habis dan alternatif itu bisa di beli di pemerintah indonesia melalui BUMN."
2023-07-09T22:26:43Z,SAE 120R,"Di sini banyak insinyur bodong yg berkomentar miring, nyaris menghujat nikuba.. 
Padahal isi otak mereka yg punya titel berderet masih jauh di banding penemu nikuba. 
Kedunguan yg di makmurkan potensi anak negeri di bungkam. 
Dungu jgn ngajak2 orang.."
2023-07-09T21:04:03Z,Ale gaming,"Elite tidak senang karena penjualan minyak akan berkurang seandainya nikuba ini JD alternatif bahan bakar pengirit.. JD akan memotong cuan yg ada.  Dn kita pemerintah Indonesia ini GK punya pasilitas untuk pengujian sesuatu penemuan karena Indonesia ini sudah ketergantungan dari luar.. JD andai ada ilmuwan yg sedang dalam riset pengembangan sesuatu ilmu JD sebaiknya jangan di bicarakan kepemerintahan Indonesia karena kapasitas pengetahuan atau ahli"" kita di Indonesia ini GK terlalu bagus. Makanya sebaiknya di uji di luar saya lebih setuju.. karena ilmuwan"" yg terkenal dan cerdas adanya di luar Indonesia.. contoh pak Habibie ajh. Indonesia pada saat itu GK punya kapasitas ke ilmuwan untuk menguji temuannya pak Habibie.. itulah sebabnya di presentasikan di Jerman dn kita tahu ilmuwan teknologi di Jerman pada saat PD 1 PD 2 itu cerdas""nya bukan main.. maka apabila sudah teruji di luar maka udh pasti bisa di pakai negara"" lain. Jadi saya sarankan uji temuan anda dn riset anda di luar Indonesia.. Jadikan itu sebagai penyemangat bahwa kita org Indonesia bisa andil dalam dunia ilmu teknologi modern ini. Karena ketika lu uji di Indonesia mereka mikir cuan... Bisa JD duit GK ini.. itu intinya.. tp.kalo org barat mereka semua itu netral dan  selalu mengapresiasi temuan"" baru dari negara manapun"
2023-07-09T20:59:48Z,C Y Setyandarta,Bapak Misel ini seperti nya halu… kalo memang penemuan nya berguna kenapa gak bikin 1 motor yang full berbahan bakar air lalu tunjukkan ke publik… sebelum nya silahkan dipatenkan penemuan nya biar gak dicuri orang lain (kalo bener nikuba.adalah mesin bertenaga air)… di wakanda memang orang gampang ketipu sama ilmuwan abal abal
2023-07-09T20:22:53Z,wen bascar,nikuba tak akan didukung selama para mafia minyak menguasai negeri ini.
2023-07-09T18:58:31Z,Britantyo Wicaksono,"ini yang dijual yang apanya. gak detail. kalo hydrogen combustion engine mah biarin aja, toh itu teknologi toyota. tapi kalo katalis electrolysistnya, gw saranin brin bertindak cepat dari sekarang buat memeluk nikuba. culik aja dari sekarang nih orang."
2023-07-09T18:53:57Z,zaini lubis,Oooo ... metro TV rupanya media yg membangkitkan cerita hoax nikuba 😂😂😂
2023-07-09T18:42:02Z,Heru Bakri,"Enerji nikuba bisa disebut Enerji terbarukan , tidak pernah terbayangkan air bisa menjadi bahan bakar...
Semua industri memerlukan nikuba.."
2023-07-09T18:20:33Z,Siha channel,"Politik dari perusahaan BUMN, takut Pertamina akan bangkrut kalau nikuba diproduksi masal.. yg ada Pertamina akan gulung tikar.."
2023-07-09T17:47:51Z,Idris Hude,Bapak ini sangat kcewa sma negara nya sendiri.. Dan memang terbukti.. Bahwa org luar lebih memghargai hasil krya bapak ini.. Kalo bisa sih jangan di jual nikuba nya pak.. Di patenkan aj dulu.. Biar bisa di buka rahasianya..
2023-07-09T17:15:05Z,chembor,Ini bkn temyan baru.!! Tapi penipuan baru bhw nikuba hny dgn air bisa ganti bbm.
2023-07-09T17:13:40Z,Pri Yanto,"Nikuba & JIS bukan buatan cina itu lah sebabnya jokowi dkk tidak suka, penyebab nya mungkin 1. Tidak ada yg bisa di maling ( dikorup si). 2 . Tidak bisa mendongkrak elektabilitas nya ganjar / pbowo. 3. Brin diisi pr penjilat rakus."
2023-07-09T16:34:29Z,Nabastala Reseachtrading,"Saya sudah baca berira tentang  nikuba, intinya nikuba tidak terbukti setelah diuji di italia, itu dikatakan oleh lamborghini... jadi nih org cuma lagi membohingi diri sendiri saja"
2023-07-09T16:09:42Z,review official,"Ngabalin, risma, abu janda lebih di apresiasi oleh rezim banteng di bandingkan dengan Nikuba."
2023-07-09T16:03:54Z,Baskara Muhammad,"Ini orng² yg ribut termasuk pembawa berita gk paham teknologi sama energi terbarukan apa gmna sih.

Sebelum NIKUBA di Jaman Pak SBY jg ada Banyu Biru/Banyu Geni..dan yg pertama mengenalkan teknologi ini itu bukan NIKUBA aja tpi ada orng Denmark dlu di tahun 70an tpi gk bisa jg,emng dasarnya air gk bisa dirubh mnjdi daya

Air berubah jd bahan bakar itu biaya besar,malah lbh mahal dri bbm yg beredar saat ini...jdi intinya ini itu PENIPUAN"
2023-07-09T15:07:38Z,Yuni Fitria,"Dukungan kepada ESEMKA lebih penting. Kalau Nikuba OK, nikel kenderaan listrik akan buat apa? Bisa bangkrut itu opung"
2023-07-09T14:41:45Z,Andi,"Mungkin Brin belum nyampe ke ilmuannya, tapi terlalu egois. Harusnya beli aja produk nikuba , dan buktikan apakah terbukti berfungsi tidak, jika terbukti dan keilmuan brin gak nyampe ya belajarlah ke pak aryanto misel, dan harus di support, baik hak patennya atau hasil produknya.. 
Jangan cuma mematahkan bahkan mencemooh hasil penemuan orang."
2023-07-09T13:49:46Z,Anggoro Sebelez,Apakah Brin (rezim) takut teknologi nikuba dijual ke asing
2023-07-09T13:47:13Z,Hendra Gunawan,"Nikuba adalah alat hanya penghemat BBM ""BUKAN"" untuk 100 % bahan bakar air, Nikuba juga sudah di hak paten oleh Pak Joko Priyono ( Joko Energy ) sejak tahun 2010, kalau anda tidak percaya lihatlah chanel youtube ""Joko Energy"" yang menjelaskan detail bahwa nikuba hanya penghemat BBM dan ada surat HAKI yg telah di hak paten oleh Pak Joko Energy. Itali dan Eropa sudah terkena prank, semoga Itali membongkar kebohongan Nikuba yg mengeklaim bisa 100% bahan bakar air padahal faktanya hanya penghemat BBM saja. Jika Italia dan Eropa sampai membeli 15 miliar Rupiah berarti Italia dan Eropa sangat sangat BODOH MAU DIBOHONGI.😂😂😂😂😂😂😂"
2023-07-09T13:17:45Z,Zul Fahmi,Nikuba hoak.mana  Ferrari.pake.nikuba emang orang bodo aja ygmpercaya
2023-07-09T13:16:50Z,Raharjo Raharjo,"buktikan saja 
dibuat dijual, kalau bermanfaat pasti laku.
jangan cuma omong doang, nikuba cuma khayalan 
seperti joko energi, buat jual dan laku karena bisa menghemat bbm"
2023-07-09T12:24:12Z,Ridho Caesar Chanel,"Birokrasi Indonesia sepertinya tidak antusias terhadap penemuan² baru
Yg akan jadi Sejarah dlm peradaban dunia
Tanah Pertiwi ini sejatinya
Jg Subur akan orang² jujur dan pintar
Itu kenapa riset² Stag Krn krgnya Suport
Generasi ke Generasi seolah hanya 
disodorkan ntuk jadi pengkonsumsi tekhnologi atau jd pekerjanya saja
Dilain sisi sll membanggakan kebesaran 
Leluhur kita dimasa yg jauh dulunya
Akan tetapi abai bahwa kita hrsnya 
Menjadi Pewaris Hebat kebesaran 
Nenek moyang kita dulunya
Tekhnologi mobil listrik,Penemuan Gunung Padang dan sekarang Nikuba
seakan mengingatkan kembali
Bahwa di tanah surga ini
banyak yg terabaikan"
2023-07-09T12:15:49Z,Firman Rakhidaya,"Katanya akan dihargai oleh pihak luar
Tapi di minta buka oleh Pihak Maranello dan Ducati suruh buka komponen malah beralasan tidak bisa
Seharusnya klo utk membuktikan karya anda buat, bisa dong untuk membuka komponen nikuba tsb,
Tapi malah batal ke Italia hanya gara-gara pihak Maranello dan Ducati utk buka komponen nikuba"
2023-07-09T12:15:11Z,gun tjahyo,"Sudah jelas,apabila NIKUBA bs mnjadi alternatif pengganti BBM tentu nya mereka para Pengusaha maupun Pejabat akan mengalami kekhawatiran yg mana selama ini merasakan Income yg luar biasa dr BBM itu sendiri."
2023-07-09T12:00:04Z,Ji Ahn Cu,"Dr dulu nikuba & sejenisnya dah di riset banyak ilmuan & hasilnya gak efektif, knpa di sini baru di ributin skrg ? Setertinggal itukah indonesia? 🗿"
2023-07-09T11:43:47Z,Sum 41no,"Lebih ke politik dagang sih,kalau misal nikuba ada di Indonesia nanti Pertaminyak merugi.jd intinya untung dan ruginya sebuah perusahaan dan orang "" di dalamnya 😅"
2023-07-09T11:28:12Z,Files FS,Bagi hasil royalti setiap pembelian kendaraan bersyistem nikuba.
2023-07-09T11:01:04Z,leave a work if work distrub to fishing,Apa  di luar negeri gk takut BBM gk laku misal Nikuba di kembangkan di sana...
2023-07-09T11:00:11Z,Aan Syah90,"Kenapa youtuber otomotif indonesia enggak mencoba teknologi nikuba
Youtuber Ridwan hanip yang suka modif motor tu
Apa om mobi"
2023-07-09T09:56:44Z,Basuh Dewa,"Ini bisa saja mobil dan motor listrik akan kelibas oleh teknologi nikuba, maka kerugian besarlah Indonesia gara gara BRIN yang otaknya masih dibawah rata rata."
2023-07-09T09:42:32Z,LOGIKA,"BAYANGKAN KALO NIKUBA BENER2 JADI, 1 LITER AIR 100KM....PERTAMINA BANGKRUT DONG...."
2023-07-09T09:32:28Z,Widodo Saputra,"memangnya tidak ada aorang yg lebih pintar dari orang ini, kalau memang nikuba itu benar2 seperti yang di omongkan"
2023-07-09T09:30:54Z,cicitbuncit,"bukan temuan baru sama sekali, lebih 10 tahun lalu banyak digunakan untuk menambah tenaga pada mobil.. tentu saja ada pengaruh power dan penghematan bahan bakar..
nikuba tampaknya masih perlu bbm.."
2023-07-09T09:27:39Z,9A_05_Arga Bagus Surya Atmaja,Bisa jadi nikuba mau di jual brin tanpa sepengetahuan penciptanya
2023-07-09T09:23:06Z,alvian,Negara sendiri tau nya korupsi... tetapi tidak tau nikuba karya anak bangsanya sendiri... makanya banyak sekali karya anak bangsa yg di abaikan...
2023-07-09T09:21:52Z,Denkiki,"Terlalu banyak kata2 ga ada bukti. Pulang dari Milan cuman bawa cerita aja. Dari tahun lalu bikin sensasi tapi dikunjungi peneliti ga bisa tunjukan bukti. Berkali-kali dihubungi mau dibeli tapi ga pernah ditanggapi. Omong kosong produknya dijual ke Jepang dan Hongkong. Order dalam negeri aja ga dipenuhi. Katanya bikin kontrak kerja sama tapi malah ngaku dikecewakan pihak sana. Orang Italia juga ga bodoh sama halnya dengan orang BRIN, ITB, UI, ITS, UGM dan akademisi Indonesia lainnya. Cuman tukang mimpi aja yg percaya nikuba bisa sulap air jadi BBM. Jangan samakan Aryanto Misel dengan BJ Habibie yg kuliah dan karirnya moncer di Jerman."
2023-07-09T09:02:37Z,Muhamad Subki,"Intinya perusahaan bbm gamau rugi gara gara ini, bos besar perusahaan bbm pasti gamau rugi, mereka hanya mau kekayaan untuk kalangan mereka saja. Bbm kan bisa di naikan setiap tahun itu yg mereka incar untuk kepentingan pribadi, kalau nikuba di sahkan nanti mereka ga untung haha"
2023-07-09T08:39:29Z,Drs Iman Setiyono,"Hidup NIKUBA, dan BUBARKAN BRIN.. Karena tidak ada MANFAATNYA ❤"
2023-07-09T08:32:40Z,happy famiy,"Dulu baja nano juga gitu, oleh pemiliknya d patenkan d jepang, sampai sekarang bermanfaat d dunia internasional, blum lagi teknologi pembangkit listrik tenaga air laut yg d patenkan amerika, sekarang nikuba d tolak BRIN.......Kalo negara d isi orang orang bodoh tunggulah kehancurannya......"
2023-07-09T08:31:06Z,שַׂמֵחַ,"Sama seperti kemunculan obat HIV yang di cegah rilis di dunia, kenapa? Karena bisa mematikan bisnis farmasi, begitu juga dengan nicuba ini takut Pertamina dan batubara tidak laku lagi,...."
2023-07-09T08:30:45Z,Frans Pakanan,"Mau dijual berapa pak??? 15 milyarrrr...wotsss...
Teringat pengalaman dampingi petani kayu pasak bumi, produk mereka mau dibeli murah, mereka minta tambahan 5% ke pembeli, saya sampaikan ke petani, kasih gratis aja...petani mencak2...saya bilang lagi, gratis dengan MOU...kalian buat koperasi, dan koperasi anda tercatat sebagai pemegang saham sebanyak 2%...pembeli yang mencak2...
Untuk bapak nikuba...mohon bapak gandeng pengacara tentang HAKI, kalo bapak keberatan biaya pengacara, kasih fee aja dariroyalti bapak, kalo jadi Ferrari beli, minta persentasi royalti dari tiap pemakaian alat nikuba di mobil Ferrari...
So maju terus pak dan Maju Terus Indonesia-ku!"
2023-07-09T08:27:53Z,Jecxo Kurniawan,"jd curiga orang b**n yg dtang kesana,
jngn"" ada udang dibalik bakwan.
dan tersingkirlah pnemu nikuba asli."
2023-07-09T07:52:09Z,HOKAGE,"PEMERINTAH INDONESIA TUH GA PERNAH MENGHARGAI PENEMUAN RAKYATNYA TERKESAN MENYEPELEKAN BAHKAN MENGHINA, SEPERTI DULU MOBIL LISTRIK RIKI SELON TDK LULUS UJI EMISI, TEKNOLOGI 4G, NIKUBA. DILUAR NEGERI MEREKA SANGAT DIHARGAI. EMANG KOCAK PEMERINTAH INDONESIA. GILIRAN DIKLAIM NGAMUK"
2023-07-09T07:39:49Z,Alvi Syah,"Buat hak paten aja pak misel, biar dapet royalti setiap produksi nikuba"
2023-07-09T07:32:57Z,Bagus Satrio,"nah, itu pak misel aja bilang klo dy kecewa terhadap pihak yg mengundang krn stlah presentasi, membantu ilmuwan disana yg g bs ngidupin motor dgn nikuba dri romania, transfer knowledge yg kataX hanya 50%, tidak lgs ttd kontrak..lah klo dinegeri sendiri kecewa, dinegara org jg kecewa, trs mwnya gmn..? yg namaX menciptakan alat yg kataX revolusioner, jalanX ya g semudah & semulus itu fergusso..memang buuaanyaak pihak khususX ilmuwan & masyarakat yg HARUS anda yakinkan krn mereka smw itu ragu/skeptis..lah klo sedikit2 kecewa, gmn mw maju..? dan lagi, kataX sudah banyak orderan masuk khususX satuan2 TNI..nah itu dijadikan narasumber jg donk oleh metro biar smw jelas, hasilX sprti apa.."
2023-07-09T07:30:37Z,Aris Munandar,"Kalau tidak di Hargai oleh Negara Sendiri dan bahkan cenderung di ""JELEK JELEK"" an..ga ada salahnya,pembuat Nikuba menjualnya ke Pihak Lain...apakah artinya Pembuat Nikuba mjd ""Penghianat Bangsa""..? mnrt saya,itu Relatif..knp..? Nikuba secara subtantif tidak membahayakan Keselamatan Negara,beda lagi,jika Nikuba ini sbg Senjata Pemusnah Massal,misalnya.Nikuba ini msuk kategori Teknologi.kalau ga di butuhkan oleh Negara Sendiri,lantas sbg Penemu..hrs bagaimana.? Toh tdk merubah Nikuba itu mjd milik bangsa lain.wallohu'alam bissowwab"
2023-07-09T07:15:04Z,Rico,"Ketika karya buatan sendiri lebih dihargai oleh negara lain daripada negeri sendiri, ini bukan gak cinta tanah air tapi hasil jerih payah sendiri giliran udah di sorot negara lain ini BRIN mau mansinya doang nanti lama-lama di klaim dan uangnya di potong buat beli rubicon para pejabat tanpa usaha😂😂"
